stepno, U, F, Uorb(top), Uorb(bot), Tuab(top), Taub(bot)
776, 2.584547e+00, 1.431527e+04, 4.151028e-02, 2.169039e-34, 3.737948e-02, 2.350135e-66
777, 2.093967e+00, 1.431527e+04, 1.409641e-02, 3.943388e-46, 9.135286e-03, 7.767786e-90
778, 8.231195e-01, 1.431526e+04, 2.645287e-08, 4.889409e-204, 1.421701e-06, 0.000000e+00
779, 5.454615e-02, 1.431526e+04, 0.000000e+00, 0.000000e+00, 6.242878e-09, 0.000000e+00
780, 1.683495e+00, 1.431526e+04, 3.021880e-03, 1.388133e-63, 4.616322e-04, 9.625441e-125
781, 7.824585e-01, 1.431526e+04, 5.724936e-09, 5.767480e-223, 1.284439e-06, 0.000000e+00
782, 1.343241e+00, 1.431526e+04, 4.591626e-04, 3.475130e-90, 1.434591e-05, 6.032542e-178
783, 9.834515e-01, 1.431526e+04, 4.052417e-06, 2.564983e-150, 2.050965e-06, 3.286450e-298
784, 5.428297e-01, 1.431526e+04, 2.097781e-15, 0.000000e+00, 6.245977e-07, 0.000000e+00
785, 7.789269e-01, 1.431525e+04, 1.321525e-08, 9.558987e-225, 1.286079e-06, 0.000000e+00
786, 1.515717e+00, 1.431525e+04, 1.852335e-03, 1.219582e-74, 1.761133e-04, 7.429852e-147
787, 1.884991e+00, 1.431525e+04, 1.144944e-02, 9.875249e-54, 6.549271e-03, 4.871406e-105
788, 1.069110e+00, 1.431525e+04, 5.105218e-05, 1.105774e-130, 2.601417e-06, 6.107888e-259
789, 3.878075e+00, 1.431524e+04, 2.595781e-01, 2.211324e-20, 5.714794e-01, 2.442660e-38
790, 1.908331e+00, 1.431524e+04, 5.677490e-03, 9.040896e-53, 1.616186e-03, 4.083017e-103
791, 2.298293e-01, 1.431524e+04, 1.784166e-74, 0.000000e+00, 1.119404e-07, 0.000000e+00
792, 1.343822e+00, 1.431524e+04, 5.583104e-04, 4.015754e-90, 1.940499e-05, 8.055496e-178
793, 1.545716e+00, 1.431524e+04, 2.704521e-03, 2.035228e-72, 3.701701e-04, 2.069115e-142
794, 3.244932e-01, 1.431524e+04, 4.740071e-34, 0.000000e+00, 2.285860e-07, 0.000000e+00
795, 5.784549e-01, 1.431524e+04, 1.244260e-15, 0.000000e+00, 6.925235e-07, 0.000000e+00
796, 6.868079e-01, 1.431523e+04, 1.484570e-11, 4.318133e-281, 9.799865e-07, 0.000000e+00
797, 1.848376e+00, 1.431523e+04, 4.865831e-03, 2.631343e-55, 1.188765e-03, 3.458702e-108
798, 6.645926e-01, 1.431523e+04, 3.478820e-12, 3.210613e-298, 9.176172e-07, 0.000000e+00
799, 1.147290e+00, 1.431523e+04, 2.064257e-05, 2.627520e-116, 2.755854e-06, 3.448658e-230
800, 4.121546e+00, 1.431522e+04, 1.850514e-01, 6.245008e-19, 3.249881e-01, 1.948158e-35
801, 3.855061e+00, 1.431522e+04, 1.679169e-01, 1.570412e-20, 2.824822e-01, 1.231928e-38
802, 5.119025e+00, 1.431521e+04, 4.520686e-01, 1.095021e-14, 1.355458e+00, 5.989673e-27
803, 7.593665e+00, 1.431520e+04, 9.001525e-01, 1.506069e-09, 4.121547e+00, 1.133047e-16
804, 6.699543e+00, 1.431518e+04, 6.799068e-01, 6.614587e-11, 2.589170e+00, 2.185564e-19
805, 1.018245e+01, 1.431517e+04, 1.266413e+00, 4.485023e-07, 7.188205e+00, 1.004818e-11
806, 9.035151e+00, 1.431516e+04, 1.115251e+00, 5.573773e-08, 5.842666e+00, 1.551875e-13
807, 8.989382e+00, 1.431515e+04, 1.077304e+00, 5.068073e-08, 5.503413e+00, 1.283051e-13
808, 7.963040e+00, 1.431514e+04, 8.384924e-01, 4.363835e-09, 3.619957e+00, 9.512504e-16
809, 5.816271e+00, 1.431514e+04, 5.029370e-01, 1.006750e-12, 1.585886e+00, 5.062922e-23
810, 4.691760e+00, 1.431513e+04, 3.095725e-01, 3.077792e-16, 7.328134e-01, 4.731912e-30
811, 4.503811e+00, 1.431513e+04, 2.608341e-01, 4.923168e-17, 5.572169e-01, 1.210730e-31
812, 3.625184e+00, 1.431512e+04, 1.454875e-01, 3.794051e-22, 2.282253e-01, 7.190591e-42
813, 3.174118e+00, 1.431512e+04, 1.066356e-01, 3.337441e-26, 1.451401e-01, 5.563978e-50
814, 3.911094e+00, 1.431512e+04, 1.861617e-01, 3.595973e-20, 3.323442e-01, 6.459383e-38
815, 2.906985e+00, 1.431511e+04, 8.069114e-02, 2.209131e-29, 9.692081e-02, 2.437818e-56
816, 3.642469e+00, 1.431511e+04, 1.685829e-01, 5.126218e-22, 2.884092e-01, 1.312660e-41
817, 2.594661e+00, 1.431511e+04, 4.324021e-02, 3.318970e-34, 3.961760e-02, 5.502561e-66
818, 1.329511e+00, 1.431511e+04, 4.334969e-04, 1.160315e-91, 1.313352e-05, 6.725273e-181
819, 1.147094e+00, 1.431511e+04, 6.766488e-05, 2.481413e-116, 3.027817e-06, 3.075788e-230
820, 2.111054e+00, 1.431510e+04, 1.767372e-02, 1.358741e-45, 1.229167e-02, 9.222141e-89
821, 2.820144e+00, 1.431510e+04, 6.738528e-02, 1.385551e-30, 7.442362e-02, 9.589665e-59
822, 2.067417e+00, 1.431510e+04, 1.555066e-02, 5.594813e-47, 1.046605e-02, 1.563614e-91
823, 2.255958e-01, 1.431510e+04, 1.083444e-77, 0.000000e+00, 1.077445e-07, 0.000000e+00
824, 1.805636e+00, 1.431510e+04, 6.680992e-03, 2.988213e-57, 2.234868e-03, 4.460476e-112
825, 2.391614e+00, 1.431510e+04, 3.526670e-02, 3.000983e-38, 3.042813e-02, 4.498682e-74
826, 2.326337e+00, 1.431509e+04, 3.699067e-02, 9.480788e-40, 3.294792e-02, 4.490007e-77
827, 6.063449e-01, 1.431509e+04, 5.673420e-12, 0.000000e+00, 7.901719e-07, 0.000000e+00
828, 6.966510e+00, 1.431508e+04, 7.613833e-01, 1.851833e-10, 3.126509e+00, 1.713018e-18
829, 6.948991e+00, 1.431507e+04, 6.204772e-01, 1.735957e-10, 2.200963e+00, 1.505345e-18
830, 7.179049e+00, 1.431506e+04, 6.874395e-01, 3.948584e-10, 2.610365e+00, 7.788268e-18
831, 6.923843e+00, 1.431505e+04, 6.288720e-01, 1.581324e-10, 2.253476e+00, 1.249108e-18
832, 6.576581e+00, 1.431504e+04, 5.673559e-01, 3.996303e-11, 1.905940e+00, 7.977650e-20
833, 6.355789e+00, 1.431503e+04, 5.292310e-01, 1.523670e-11, 1.702819e+00, 1.159685e-20
834, 4.610369e+00, 1.431502e+04, 2.576345e-01, 1.425825e-16, 5.432561e-01, 1.015525e-30
835, 4.553257e+00, 1.431501e+04, 2.775392e-01, 8.134520e-17, 6.156784e-01, 3.305385e-31
836, 1.650936e+00, 1.431501e+04, 3.120099e-03, 1.759484e-65, 4.916385e-04, 1.546426e-128
837, 1.358869e+00, 1.431501e+04, 4.664031e-04, 1.552828e-88, 1.475956e-05, 1.204495e-174
838, 1.235511e+00, 1.431501e+04, 1.433971e-04, 4.371219e-103, 4.252376e-06, 9.544723e-204
839, 9.419990e-01, 1.431501e+04, 1.355443e-06, 1.099389e-161, 1.875450e-06, 4.935716e-321
840, 1.307442e+00, 1.431500e+04, 2.958542e-04, 3.916957e-94, 7.981397e-06, 7.664006e-186
841, 8.464504e-01, 1.431500e+04, 1.049054e-07, 2.519075e-194, 1.514226e-06, 0.000000e+00
842, 2.384015e-01, 1.431500e+04, 1.744870e-70, 0.000000e+00, 1.201177e-07, 0.000000e+00
843, 3.169819e-01, 1.431500e+04, 2.368307e-43, 0.000000e+00, 2.102058e-07, 0.000000e+00
844, 5.024202e-01, 1.431500e+04, 7.908646e-19, 0.000000e+00, 5.280942e-07, 0.000000e+00
845, 9.010080e-01, 1.431500e+04, 2.301184e-07, 1.832236e-174, 1.698387e-06, 0.000000e+00
846, 6.929566e-01, 1.431500e+04, 5.205371e-11, 1.346681e-276, 1.004593e-06, 0.000000e+00
847, 2.002855e+00, 1.431500e+04, 1.003799e-02, 3.553703e-49, 5.037478e-03, 6.308419e-96
848, 2.092699e+00, 1.431499e+04, 1.320521e-02, 3.652266e-46, 8.388379e-03, 6.663201e-90
849, 2.400581e+00, 1.431499e+04, 2.800040e-02, 4.754726e-38, 2.187839e-02, 1.129299e-73
850, 1.970170e+00, 1.431499e+04, 9.019506e-03, 2.305880e-50, 4.067702e-03, 2.656022e-98
851, 1.872795e+00, 1.431498e+04, 9.965599e-03, 3.068875e-54, 4.963595e-03, 4.704534e-106
852, 6.941431e+00, 1.431497e+04, 6.597087e-01, 1.689901e-10, 2.444777e+00, 1.426529e-18
853, 6.500314e+00, 1.431496e+04, 6.940325e-01, 2.891308e-11, 2.695167e+00, 4.175869e-20
854, 6.284229e+00, 1.431495e+04, 5.971357e-01, 1.097323e-11, 2.095319e+00, 6.014878e-21
855, 6.959903e+00, 1.431493e+04, 7.155226e-01, 1.810384e-10, 2.809672e+00, 1.637192e-18
856, 8.072979e+00, 1.431491e+04, 8.973428e-01, 5.877830e-09, 4.063357e+00, 1.725807e-15
857, 7.190976e+00, 1.431490e+04, 7.427289e-01, 4.121102e-10, 2.981043e+00, 8.483691e-18
858, 5.201365e+00, 1.431489e+04, 3.968040e-01, 2.023176e-14, 1.085710e+00, 2.044682e-26
859, 3.726183e+00, 1.431488e+04, 1.758514e-01, 2.104905e-21, 3.068408e-01, 2.213213e-40
860, 3.872083e+00, 1.431488e+04, 1.845546e-01, 2.041270e-20, 3.285176e-01, 2.081417e-38
861, 3.181955e+00, 1.431487e+04, 9.616925e-02, 4.072281e-26, 1.235142e-01, 8.283877e-50
862, 2.759169e+00, 1.431487e+04, 5.687737e-02, 1.745923e-31, 5.811288e-02, 1.522679e-60
863, 5.730734e-01, 1.431486e+04, 1.346468e-14, 0.000000e+00, 6.910899e-07, 0.000000e+00
864, 1.327248e+00, 1.431486e+04, 4.342646e-04, 6.733795e-92, 1.315550e-05, 2.265051e-181
865, 1.971582e+00, 1.431486e+04, 1.258778e-02, 2.622396e-50, 7.916786e-03, 3.435222e-98
866, 5.949620e-01, 1.431486e+04, 4.556470e-13, 0.000000e+00, 7.521355e-07, 0.000000e+00
867, 1.476479e+00, 1.431486e+04, 1.341592e-03, 1.014697e-77, 9.446594e-05, 5.143173e-153
868, 9.888428e-01, 1.431485e+04, 5.162306e-06, 6.660104e-149, 2.078991e-06, 2.215748e-295
869, 8.104304e-01, 1.431485e+04, 5.070022e-08, 1.338645e-209, 1.395573e-06, 0.000000e+00
870, 4.614842e-01, 1.431485e+04, 3.708091e-20, 0.000000e+00, 4.525166e-07, 0.000000e+00
871, 9.376975e-01, 1.431485e+04, 1.762084e-06, 6.161206e-163, 1.868414e-06, 0.000000e+00
872, 1.866485e+00, 1.431485e+04, 8.873311e-03, 1.662856e-54, 3.936932e-03, 1.381235e-106
873, 2.719311e+00, 1.431484e+04, 6.106997e-02, 4.201140e-32, 6.495643e-02, 8.816424e-62
874, 2.579425e+00, 1.431484e+04, 4.930299e-02, 1.783441e-34, 4.813012e-02, 1.588824e-66
875, 1.790463e+00, 1.431483e+04, 1.152406e-02, 5.771757e-58, 6.634234e-03, 1.664080e-113
876, 2.360871e+00, 1.431483e+04, 2.629531e-02, 6.162525e-39, 2.016811e-02, 1.897036e-75
877, 7.294942e+00, 1.431481e+04, 7.585860e-01, 5.858316e-10, 3.084192e+00, 1.714367e-17
878, 1.008830e+01, 1.431479e+04, 1.392221e+00, 3.863765e-07, 8.502150e+00, 7.457267e-12
879, 9.750377e+00, 1.431477e+04, 1.223053e+00, 2.182766e-07, 6.799363e+00, 2.379976e-12
880, 9.198104e+00, 1.431476e+04, 1.125133e+00, 7.783246e-08, 5.919329e+00, 3.026075e-13
881, 8.472822e+00, 1.431474e+04, 1.040974e+00, 1.606542e-08, 5.225379e+00, 1.289266e-14
882, 5.329388e+00, 1.431473e+04, 3.849048e-01, 4.999310e-14, 1.026933e+00, 1.248471e-25
883, 5.299811e+00, 1.431472e+04, 4.216821e-01, 4.078080e-14, 1.198082e+00, 8.307487e-26
884, 3.863874e+00, 1.431471e+04, 1.773864e-01, 1.813501e-20, 3.083664e-01, 1.642835e-38
885, 8.578188e-01, 1.431471e+04, 1.998104e-07, 7.489134e-190, 1.560984e-06, 0.000000e+00
886, 1.327668e+00, 1.431471e+04, 4.578094e-04, 7.623590e-92, 1.421077e-05, 2.903202e-181
887, 2.729846e+00, 1.431471e+04, 6.059283e-02, 6.188046e-32, 6.411865e-02, 1.912781e-61
888, 3.280668e+00, 1.431470e+04, 1.198256e-01, 4.120570e-25, 1.725462e-01, 8.481501e-48
889, 3.289002e+00, 1.431469e+04, 1.116051e-01, 4.968300e-25, 1.542472e-01, 1.233031e-47
890, 3.297663e+00, 1.431469e+04, 1.160004e-01, 6.026855e-25, 1.637450e-01, 1.814428e-47
891, 3.198373e+00, 1.431468e+04, 1.163855e-01, 6.090450e-26, 1.660344e-01, 1.852921e-49
892, 1.362201e+00, 1.431468e+04, 4.778700e-04, 3.544374e-88, 1.531884e-05, 6.275340e-174
893, 1.063735e+00, 1.431468e+04, 2.694056e-05, 9.659973e-132, 2.455729e-06, 4.661332e-261
894, 1.255046e+00, 1.431467e+04, 1.751442e-04, 1.712372e-100, 4.859343e-06, 1.464720e-198
895, 1.194056e+00, 1.431467e+04, 9.970804e-05, 6.287408e-109, 3.516666e-06, 1.974702e-215
896, 2.400362e+00, 1.431467e+04, 3.542382e-02, 4.772924e-38, 3.057648e-02, 1.137961e-73
897, 3.680837e+00, 1.431466e+04, 1.654224e-01, 9.979155e-22, 2.790388e-01, 4.974457e-41
898, 7.893821e+00, 1.431465e+04, 8.565020e-01, 3.623365e-09, 3.760493e+00, 6.558166e-16
899, 7.852364e+00, 1.431463e+04, 8.160760e-01, 3.226845e-09, 3.461211e+00, 5.201329e-16
900, 7.961342e+00, 1.431461e+04, 8.481200e-01, 4.366082e-09, 3.692322e+00, 9.522302e-16
901, 7.110714e+00, 1.431460e+04, 7.379432e-01, 3.128933e-10, 2.953141e+00, 4.890471e-18
902, 8.820643e+00, 1.431459e+04, 1.132690e+00, 3.552312e-08, 6.022665e+00, 6.303482e-14
903, 8.613488e+00, 1.431457e+04, 1.004300e+00, 2.235441e-08, 4.897570e+00, 2.496230e-14
904, 7.790235e+00, 1.431455e+04, 8.439263e-01, 2.706844e-09, 3.672338e+00, 3.660029e-16
905, 7.133258e+00, 1.431454e+04, 7.337781e-01, 3.388457e-10, 2.923067e+00, 5.735378e-18
906, 7.032112e+00, 1.431453e+04, 7.047176e-01, 2.366965e-10, 2.732851e+00, 2.798606e-18
907, 5.374813e+00, 1.431452e+04, 4.289686e-01, 6.824463e-14, 1.229851e+00, 2.326458e-25
908, 4.460679e+00, 1.431451e+04, 2.744280e-01, 3.186838e-17, 6.070106e-01, 5.073157e-32
909, 2.832809e+00, 1.431451e+04, 6.485189e-02, 2.149976e-30, 7.012955e-02, 2.309008e-58
910, 2.913983e+00, 1.431450e+04, 7.470331e-02, 2.795567e-29, 8.608985e-02, 3.903893e-56
911, 1.815056e+00, 1.431450e+04, 8.005813e-03, 8.588912e-57, 3.205889e-03, 3.684974e-111
912, 1.686686e+00, 1.431450e+04, 5.014308e-03, 2.238906e-63, 1.260979e-03, 2.503974e-124
913, 1.550191e+00, 1.431449e+04, 2.351227e-03, 4.560514e-72, 2.810405e-04, 1.038929e-141
914, 1.802762e+00, 1.431449e+04, 6.972528e-03, 2.283377e-57, 2.433342e-03, 2.604434e-112
915, 1.851018e+00, 1.431449e+04, 8.364683e-03, 3.619808e-55, 3.499393e-03, 6.545294e-108
916, 1.364425e+00, 1.431449e+04, 5.905632e-04, 6.108777e-88, 2.136203e-05, 1.864089e-173
917, 1.438499e+00, 1.431449e+04, 1.032472e-03, 6.315827e-81, 5.760061e-05, 1.992593e-159
918, 2.042096e-01, 1.431448e+04, 2.172422e-92, 0.000000e+00, 8.859452e-08, 0.000000e+00
919, 1.660328e+00, 1.431448e+04, 3.759334e-03, 6.671329e-65, 7.112078e-04, 2.223222e-127
920, 3.525370e-01, 1.431448e+04, 9.331823e-33, 0.000000e+00, 2.640190e-07, 0.000000e+00
921, 1.969625e+00, 1.431448e+04, 1.248230e-02, 2.271315e-50, 7.783559e-03, 2.576992e-98
922, 1.520678e+00, 1.431448e+04, 1.766991e-03, 3.113587e-74, 1.607088e-04, 4.842618e-146
923, 2.597505e+00, 1.431447e+04, 5.066419e-02, 3.830421e-34, 4.997204e-02, 7.329110e-66
924, 1.854296e+00, 1.431447e+04, 8.473810e-03, 5.047847e-55, 3.589614e-03, 1.272830e-107
925, 2.385348e+00, 1.431447e+04, 3.482922e-02, 2.242579e-38, 2.990208e-02, 2.512197e-74
926, 1.755612e+00, 1.431446e+04, 9.905084e-03, 1.120610e-59, 4.901725e-03, 6.272878e-117
927, 2.439882e+00, 1.431446e+04, 3.107674e-02, 3.401318e-37, 2.518439e-02, 5.778998e-72
928, 5.534356e+00, 1.431444e+04, 4.412687e-01, 1.921810e-13, 1.282426e+00, 1.844926e-24
929, 6.412883e+00, 1.431443e+04, 6.171683e-01, 1.984499e-11, 2.208803e+00, 1.967251e-20
930, 6.008143e+00, 1.431441e+04, 6.068152e-01, 2.849530e-12, 2.169487e+00, 4.056064e-22
931, 1.212256e+00, 1.431441e+04, 1.158332e-04, 2.863363e-106, 3.777777e-06, 4.095538e-210
932, 2.657410e+00, 1.431440e+04, 6.355876e-02, 4.182350e-33, 6.951097e-02, 8.737736e-64
933, 1.310802e+00, 1.431440e+04, 3.472113e-04, 1.020098e-93, 9.658659e-06, 5.198071e-185
934, 1.476032e+00, 1.431440e+04, 1.622299e-03, 9.754867e-78, 1.359931e-04, 4.753362e-153
935, 1.980014e+00, 1.431439e+04, 1.013507e-02, 5.522905e-50, 5.134280e-03, 1.523679e-97
936, 1.499788e+00, 1.431439e+04, 1.882287e-03, 7.794561e-76, 1.816193e-04, 3.034880e-149
937, 1.916937e+00, 1.431438e+04, 1.327475e-02, 2.122663e-52, 8.801998e-03, 2.250715e-102
938, 1.031168e+00, 1.431438e+04, 2.760163e-06, 9.751289e-139, 2.207589e-06, 4.749875e-275
939, 1.103376e+00, 1.431438e+04, 2.160261e-05, 5.765777e-124, 2.585460e-06, 1.660634e-245
940, 1.675822e+00, 1.431438e+04, 3.468995e-03, 5.408658e-64, 6.064930e-04, 1.461292e-125
941, 7.727069e-01, 1.431438e+04, 1.027979e-08, 7.876571e-228, 1.265635e-06, 0.000000e+00
942, 1.320104e-01, 1.431437e+04, 1.649877e-215, 0.000000e+00, 3.708045e-08, 0.000000e+00
943, 8.643287e-01, 1.431437e+04, 4.090573e-07, 2.383043e-187, 1.595763e-06, 0.000000e+00
944, 1.286299e+00, 1.431437e+04, 4.911293e-04, 1.382911e-96, 1.559900e-05, 9.553153e-191
945, 8.917095e-01, 1.431437e+04, 2.966760e-06, 1.539639e-177, 1.731430e-06, 0.000000e+00
946, 8.275222e-01, 1.431437e+04, 5.788009e-07, 4.766542e-202, 1.490621e-06, 0.000000e+00
947, 1.009438e+00, 1.431437e+04, 2.873290e-05, 8.775846e-144, 2.258933e-06, 3.847124e-285
948, 1.595033e+00, 1.431436e+04, 5.094114e-03, 5.567915e-69, 1.300043e-03, 1.548615e-135
949, 8.801102e-01, 1.431436e+04, 2.269237e-06, 1.382793e-181, 1.685771e-06, 0.000000e+00
950, 1.360016e+00, 1.431435e+04, 1.290774e-03, 2.192528e-88, 8.711848e-05, 2.401311e-174
951, 1.657295e+00, 1.431435e+04, 6.753291e-03, 4.457140e-65, 2.280382e-03, 9.923633e-128
952, 4.547646e+00, 1.431433e+04, 3.995630e-01, 7.792963e-17, 1.126934e+00, 3.033636e-31
953, 7.314064e+00, 1.431431e+04, 8.452965e-01, 6.275258e-10, 3.715914e+00, 1.967077e-17
954, 5.295509e+00, 1.431429e+04, 3.348143e-01, 3.985226e-14, 8.143474e-01, 7.933486e-26
955, 1.913926e+00, 1.431429e+04, 6.537405e-03, 1.617679e-52, 2.140085e-03, 1.307203e-102
956, 4.394436e+00, 1.431428e+04, 2.958304e-01, 1.578455e-17, 6.890497e-01, 1.244580e-32
957, 1.563380e+00, 1.431427e+04, 2.051101e-03, 3.974498e-71, 2.150960e-04, 7.890830e-140
958, 6.942624e-01, 1.431427e+04, 1.501552e-10, 1.488130e-275, 1.016369e-06, 0.000000e+00
959, 1.784135e+00, 1.431427e+04, 3.544103e-03, 2.971118e-58, 6.333731e-04, 4.409588e-114
960, 1.197004e+00, 1.431426e+04, 1.157215e-04, 1.813897e-108, 3.710810e-06, 1.643553e-214
961, 8.116001e-01, 1.431426e+04, 2.677113e-08, 5.285026e-209, 1.388456e-06, 0.000000e+00
962, 4.215524e-01, 1.431426e+04, 3.845946e-25, 0.000000e+00, 3.731721e-07, 0.000000e+00
963, 7.220578e-01, 1.431426e+04, 7.892669e-10, 6.867674e-257, 1.101460e-06, 0.000000e+00
964, 1.399215e+00, 1.431426e+04, 5.115822e-04, 1.660106e-84, 1.717023e-05, 1.376669e-166
965, 5.385672e-01, 1.431425e+04, 2.147629e-16, 0.000000e+00, 6.089301e-07, 0.000000e+00
966, 6.264422e-01, 1.431425e+04, 9.901192e-13, 0.000000e+00, 8.238514e-07, 0.000000e+00
967, 4.354495e-01, 1.431425e+04, 9.264839e-24, 0.000000e+00, 3.980686e-07, 0.000000e+00
968, 1.907258e+00, 1.431425e+04, 7.873562e-03, 8.726794e-53, 3.100998e-03, 3.804237e-103
969, 1.006774e+00, 1.431425e+04, 3.532442e-06, 2.054213e-144, 2.128258e-06, 2.107896e-286
970, 7.000611e-01, 1.431425e+04, 1.222999e-10, 1.779500e-271, 1.028646e-06, 0.000000e+00
971, 7.750390e-01, 1.431425e+04, 4.489136e-09, 1.315465e-226, 1.260661e-06, 0.000000e+00
972, 9.567049e-01, 1.431424e+04, 1.220669e-06, 2.046144e-157, 1.920797e-06, 2.091369e-312
973, 1.138371e+00, 1.431424e+04, 3.180837e-05, 9.648775e-118, 2.769641e-06, 4.650531e-233
974, 3.492828e+00, 1.431423e+04, 1.270390e-01, 3.434989e-23, 1.857839e-01, 5.893983e-44
975, 7.905291e+00, 1.431421e+04, 9.503551e-01, 3.756907e-09, 4.501307e+00, 7.050486e-16
976, 5.254667e+00, 1.431419e+04, 3.472984e-01, 2.997523e-14, 8.668625e-01, 4.488314e-26
977, 5.366304e+00, 1.431418e+04, 3.503458e-01, 6.479552e-14, 8.760165e-01, 2.097240e-25
978, 4.294741e+00, 1.431417e+04, 2.543937e-01, 5.189840e-18, 5.402244e-01, 1.345446e-33
979, 5.595784e+00, 1.431415e+04, 4.186638e-01, 2.821807e-13, 1.171461e+00, 3.977523e-24
980, 3.921974e+00, 1.431414e+04, 1.952985e-01, 4.304493e-20, 3.587216e-01, 9.255551e-38
981, 1.533230e+00, 1.431414e+04, 1.076760e-03, 2.768296e-73, 6.275340e-05, 3.828099e-144
982, 3.729191e+00, 1.431413e+04, 1.594618e-01, 2.252773e-21, 2.621807e-01, 2.535089e-40
983, 2.490759e+00, 1.431413e+04, 4.260377e-02, 3.789097e-36, 3.935613e-02, 7.171825e-70
984, 2.549901e+00, 1.431412e+04, 4.243366e-02, 5.247932e-35, 3.878290e-02, 1.375735e-67
985, 4.730915e-01, 1.431412e+04, 3.531736e-19, 0.000000e+00, 4.760230e-07, 0.000000e+00
986, 1.500002e+00, 1.431412e+04, 1.227495e-03, 8.310984e-76, 7.992807e-05, 3.450349e-149
987, 1.357115e+00, 1.431412e+04, 2.835882e-04, 1.130422e-88, 7.856070e-06, 6.383219e-175
988, 1.474734e+00, 1.431411e+04, 1.335707e-03, 7.847938e-78, 9.364814e-05, 3.076588e-153
989, 1.486766e+00, 1.431411e+04, 1.444353e-03, 7.431922e-77, 1.087961e-04, 2.759056e-151
990, 1.540828e-01, 1.431411e+04, 5.364669e-160, 0.000000e+00, 5.044598e-08, 0.000000e+00
991, 1.095680e+00, 1.431411e+04, 3.188808e-05, 2.169877e-125, 2.601575e-06, 2.351952e-248
992, 2.002953e+00, 1.431411e+04, 1.391539e-02, 3.780969e-49, 9.181653e-03, 7.141087e-96
993, 1.975824e+00, 1.431410e+04, 1.281762e-02, 3.943401e-50, 8.205331e-03, 7.767835e-98
994, 9.071320e-01, 1.431410e+04, 8.680667e-07, 2.314177e-172, 1.748161e-06, 0.000000e+00
995, 9.030195e-01, 1.431410e+04, 7.835646e-07, 1.037440e-173, 1.732172e-06, 0.000000e+00
996, 4.896422e-01, 1.431410e+04, 3.734556e-18, 0.000000e+00, 5.092172e-07, 0.000000e+00
997, 2.592784e+00, 1.431410e+04, 5.053516e-02, 3.203616e-34, 4.979685e-02, 5.126714e-66
998, 8.699278e+00, 1.431408e+04, 9.738406e-01, 2.727979e-08, 4.634060e+00, 3.717408e-14
999, 9.379463e+00, 1.431407e+04, 1.186969e+00, 1.114244e-07, 6.482292e+00, 6.201818e-13
1000, 8.768816e+00, 1.431405e+04, 1.009186e+00, 3.185440e-08, 4.925694e+00, 5.068704e-14
1001, 7.764879e+00, 1.431404e+04, 8.832101e-01, 2.529488e-09, 3.974394e+00, 3.196123e-16
1002, 7.326647e+00, 1.431403e+04, 7.983819e-01, 6.560705e-10, 3.366211e+00, 2.150103e-17
1003, 5.732994e+00, 1.431402e+04, 4.515578e-01, 6.379806e-13, 1.324836e+00, 2.033167e-23
1004, 4.376261e+00, 1.431401e+04, 2.244223e-01, 1.301273e-17, 4.382764e-01, 8.458526e-33
1005, 3.567216e+00, 1.431400e+04, 1.479894e-01, 1.388800e-22, 2.354325e-01, 9.634693e-43
1006, 2.262778e+00, 1.431400e+04, 2.393398e-02, 2.684401e-41, 1.801380e-02, 3.599588e-80
1007, 2.874395e+00, 1.431399e+04, 6.169078e-02, 8.342513e-30, 6.471693e-02, 3.476578e-57
1008, 3.341449e+00, 1.431399e+04, 1.047558e-01, 1.600351e-24, 1.390565e-01, 1.279348e-46
1009, 1.896715e+00, 1.431398e+04, 8.196668e-03, 3.293953e-53, 3.360127e-03, 5.419921e-104
1010, 2.150268e+00, 1.431398e+04, 1.777242e-02, 2.193119e-44, 1.227350e-02, 2.402605e-86
1011, 9.095057e-01, 1.431398e+04, 4.953065e-07, 1.401394e-171, 1.742553e-06, 0.000000e+00
1012, 1.314965e+00, 1.431398e+04, 2.814167e-04, 3.182448e-93, 7.594396e-06, 5.059187e-184
1013, 8.545660e-01, 1.431397e+04, 1.051882e-07, 5.003153e-191, 1.538387e-06, 0.000000e+00
1014, 7.760368e-01, 1.431397e+04, 6.546665e-09, 4.635582e-226, 1.268641e-06, 0.000000e+00
1015, 1.230448e+00, 1.431397e+04, 1.187694e-04, 1.031276e-103, 3.893230e-06, 5.312615e-205
1016, 1.773210e+00, 1.431397e+04, 5.069400e-03, 8.848880e-59, 1.288977e-03, 3.911423e-115
1017, 1.806252e+00, 1.431397e+04, 5.813821e-03, 3.461341e-57, 1.693378e-03, 5.984763e-112
1018, 1.502674e+00, 1.431396e+04, 1.219887e-03, 1.363353e-75, 7.900074e-05, 9.284849e-149
1019, 8.906044e-01, 1.431396e+04, 3.001045e-07, 7.053576e-178, 1.670453e-06, 0.000000e+00
1020, 2.498678e+00, 1.431396e+04, 3.795307e-02, 5.478665e-36, 3.322477e-02, 1.499366e-69
1021, 2.781242e+00, 1.431395e+04, 5.975183e-02, 3.888963e-31, 6.235015e-02, 7.554848e-60
1022, 1.044259e+01, 1.431393e+04, 1.508161e+00, 6.781919e-07, 9.747335e+00, 2.297541e-11
1023, 1.054623e+01, 1.431390e+04, 1.415747e+00, 7.921401e-07, 8.707502e+00, 3.134456e-11
