stepno, U, F, Uorb(top), Uorb(bot), Tuab(top), Taub(bot)
3025, 9.414424e-01, 1.429587e+04, 2.223083e-06, 3.829002e-160, 1.882887e-06, 7.324983e-318
3026, 1.117288e+00, 1.429587e+04, 5.842599e-05, 3.377382e-120, 2.832499e-06, 5.697947e-238
3027, 7.969325e-01, 1.429587e+04, 5.762395e-08, 1.376935e-213, 1.355413e-06, 0.000000e+00
3028, 1.084737e+00, 1.429586e+04, 3.929297e-05, 3.233606e-126, 2.589560e-06, 5.223146e-250
3029, 2.352445e+00, 1.429585e+04, 3.702493e-02, 9.710677e-39, 3.276330e-02, 4.710392e-75
3030, 2.235481e+00, 1.429585e+04, 2.937743e-02, 1.321622e-41, 2.406279e-02, 8.725143e-81
3031, 1.717410e+00, 1.429584e+04, 6.171445e-03, 4.649152e-61, 1.902312e-03, 1.079706e-119
3032, 9.788677e-01, 1.429584e+04, 3.538320e-06, 6.837548e-150, 2.025431e-06, 2.335387e-297
3033, 1.430068e+00, 1.429584e+04, 9.279329e-04, 7.566583e-81, 4.719138e-05, 2.859945e-159
3034, 9.567277e-01, 1.429583e+04, 2.427580e-06, 8.168783e-156, 1.937096e-06, 3.333288e-309
3035, 4.583877e-01, 1.429583e+04, 1.481796e-20, 0.000000e+00, 4.445481e-07, 0.000000e+00
3036, 4.941684e+00, 1.429581e+04, 3.665431e-01, 3.802052e-15, 9.577875e-01, 7.220947e-28
3037, 9.096702e+00, 1.429577e+04, 1.225318e+00, 7.437310e-08, 6.866242e+00, 2.763057e-13
3038, 9.760649e+00, 1.429573e+04, 1.295596e+00, 2.574348e-07, 7.504008e+00, 3.310492e-12
3039, 1.044515e+01, 1.429569e+04, 1.506986e+00, 7.757088e-07, 9.711855e+00, 3.005768e-11
3040, 1.051068e+01, 1.429566e+04, 1.519313e+00, 8.553924e-07, 9.845270e+00, 3.655012e-11
3041, 9.618539e+00, 1.429563e+04, 1.296135e+00, 2.006342e-07, 7.523963e+00, 2.010796e-12
3042, 8.501744e+00, 1.429560e+04, 1.086960e+00, 2.045121e-08, 5.618528e+00, 2.089277e-14
3043, 6.922125e+00, 1.429558e+04, 7.460089e-01, 1.964142e-10, 3.014122e+00, 1.927097e-18
3044, 6.475770e+00, 1.429556e+04, 6.314292e-01, 3.307304e-11, 2.288264e+00, 5.463944e-20
3045, 3.836461e+00, 1.429555e+04, 1.928862e-01, 1.901903e-20, 3.527012e-01, 1.806903e-38
3046, 1.027530e+00, 1.429554e+04, 1.365956e-05, 4.063273e-138, 2.257228e-06, 8.247268e-274
3047, 5.947004e-01, 1.429554e+04, 1.042679e-12, 0.000000e+00, 7.538878e-07, 0.000000e+00
3048, 9.673936e-01, 1.429554e+04, 3.794632e-06, 6.907540e-153, 1.988032e-06, 2.383444e-303
3049, 1.314283e+00, 1.429554e+04, 4.331348e-04, 2.302042e-92, 1.301105e-05, 2.647186e-182
3050, 1.063884e+00, 1.429553e+04, 3.174914e-05, 2.503268e-130, 2.471867e-06, 3.130204e-258
3051, 8.182177e-01, 1.429553e+04, 1.431462e-07, 6.320050e-204, 1.432413e-06, 0.000000e+00
3052, 1.824444e+00, 1.429552e+04, 9.364138e-03, 8.701007e-56, 4.372343e-03, 3.781788e-109
3053, 2.527007e-01, 1.429552e+04, 3.964035e-58, 0.000000e+00, 1.366300e-07, 0.000000e+00
3054, 2.048418e-01, 1.429552e+04, 4.216753e-87, 0.000000e+00, 8.977797e-08, 0.000000e+00
3055, 9.102401e-01, 1.429552e+04, 1.147793e-06, 1.339552e-169, 1.761634e-06, 0.000000e+00
3056, 1.794525e+00, 1.429551e+04, 7.283711e-03, 3.588189e-57, 2.647742e-03, 6.431447e-112
3057, 1.430880e+00, 1.429551e+04, 1.090526e-03, 9.226885e-81, 6.354695e-05, 4.252735e-159
3058, 1.883343e+00, 1.429550e+04, 1.008099e-02, 3.116265e-53, 5.065441e-03, 4.850950e-104
3059, 8.785831e-01, 1.429550e+04, 5.151389e-07, 3.097808e-180, 1.640671e-06, 0.000000e+00
3060, 2.184615e-01, 1.429550e+04, 1.450597e-79, 0.000000e+00, 1.014247e-07, 0.000000e+00
3061, 3.159546e+00, 1.429549e+04, 1.083508e-01, 4.304386e-26, 1.485367e-01, 9.255086e-50
3062, 7.882880e+00, 1.429546e+04, 9.950076e-01, 4.245164e-09, 4.866318e+00, 9.002168e-16
3063, 8.545250e+00, 1.429544e+04, 1.056137e+00, 2.266155e-08, 5.338781e+00, 2.565295e-14
3064, 8.024215e+00, 1.429542e+04, 8.427340e-01, 6.229248e-09, 3.638388e+00, 1.938337e-15
3065, 9.142199e+00, 1.429539e+04, 1.096608e+00, 8.174147e-08, 5.649995e+00, 3.337667e-13
3066, 7.267761e+00, 1.429537e+04, 7.669443e-01, 6.603901e-10, 3.137664e+00, 2.178508e-17
3067, 5.968910e+00, 1.429536e+04, 4.854989e-01, 3.015062e-12, 1.483433e+00, 4.540990e-22
3068, 5.445611e+00, 1.429534e+04, 4.497298e-01, 1.461502e-13, 1.325234e+00, 1.066981e-24
3069, 5.389020e+00, 1.429533e+04, 4.092869e-01, 1.010839e-13, 1.133186e+00, 5.104131e-25
3070, 4.362489e+00, 1.429532e+04, 2.693065e-01, 1.633279e-17, 5.898878e-01, 1.332536e-32
3071, 3.904138e+00, 1.429531e+04, 2.039111e-01, 5.173671e-20, 3.842516e-01, 1.337075e-37
3072, 2.779857e+00, 1.429530e+04, 7.509859e-02, 7.442593e-31, 8.790241e-02, 2.766984e-59
3073, 4.137784e-01, 1.429530e+04, 3.514635e-23, 0.000000e+00, 3.666273e-07, 0.000000e+00
3074, 1.428843e+00, 1.429530e+04, 1.365898e-03, 6.225493e-81, 9.724794e-05, 1.936001e-159
3075, 1.019045e+00, 1.429530e+04, 1.693030e-05, 4.952753e-140, 2.239877e-06, 1.225325e-277
3076, 7.356271e-01, 1.429529e+04, 8.358599e-09, 6.560547e-246, 1.160298e-06, 0.000000e+00
3077, 7.611128e-01, 1.429529e+04, 2.433388e-08, 1.625048e-231, 1.242647e-06, 0.000000e+00
3078, 1.213577e+00, 1.429529e+04, 2.386558e-04, 5.641275e-105, 5.996035e-06, 1.589691e-207
3079, 6.035424e-01, 1.429529e+04, 5.652199e-12, 0.000000e+00, 7.821002e-07, 0.000000e+00
3080, 2.590319e+00, 1.429528e+04, 5.999454e-02, 6.295104e-34, 6.417240e-02, 1.979538e-65
3081, 2.207587e+00, 1.429528e+04, 2.537091e-02, 2.456948e-42, 1.970099e-02, 3.015435e-82
3082, 2.135892e+00, 1.429527e+04, 2.135266e-02, 2.291483e-44, 1.575888e-02, 2.622958e-86
3083, 9.864687e-01, 1.429527e+04, 6.173139e-06, 6.722611e-148, 2.071777e-06, 2.257532e-293
3084, 7.354009e-02, 1.429527e+04, 0.000000e+00, 0.000000e+00, 1.150186e-08, 0.000000e+00
3085, 6.573853e+00, 1.429525e+04, 6.974118e-01, 5.028369e-11, 2.706025e+00, 1.263026e-19
3086, 9.934262e+00, 1.429522e+04, 1.212761e+00, 3.471484e-07, 6.666594e+00, 6.019887e-12
3087, 1.105329e+01, 1.429519e+04, 1.516800e+00, 1.835336e-06, 9.756635e+00, 1.682632e-10
3088, 9.564398e+00, 1.429517e+04, 1.280837e+00, 1.826704e-07, 7.373665e+00, 1.666842e-12
3089, 7.931227e+00, 1.429515e+04, 8.895718e-01, 4.862665e-09, 4.002954e+00, 1.181155e-15
3090, 7.618028e+00, 1.429513e+04, 8.405006e-01, 1.991286e-09, 3.649625e+00, 1.980730e-16
3091, 6.295223e+00, 1.429511e+04, 6.056722e-01, 1.489829e-11, 2.140938e+00, 1.108743e-20
3092, 4.856070e+00, 1.429510e+04, 3.506671e-01, 1.895016e-15, 8.928467e-01, 1.793841e-28
3093, 4.071344e+00, 1.429508e+04, 2.308872e-01, 5.105373e-19, 4.656158e-01, 1.302006e-35
3094, 2.254664e+00, 1.429508e+04, 2.976806e-02, 4.316988e-41, 2.442620e-02, 9.309360e-80
3095, 1.494847e+00, 1.429507e+04, 2.193191e-03, 1.994237e-75, 2.442383e-04, 1.986605e-148
3096, 1.943769e+00, 1.429507e+04, 1.498462e-02, 8.125172e-51, 1.024994e-02, 3.297791e-99
3097, 1.271112e+00, 1.429506e+04, 2.744292e-04, 2.086403e-97, 7.178278e-06, 2.174475e-192
3098, 2.683460e-01, 1.429506e+04, 6.222062e-54, 0.000000e+00, 1.529418e-07, 0.000000e+00
3099, 5.407536e-01, 1.429506e+04, 3.647301e-15, 0.000000e+00, 6.210635e-07, 0.000000e+00
3100, 5.641721e-01, 1.429506e+04, 4.039375e-14, 0.000000e+00, 6.760230e-07, 0.000000e+00
3101, 3.217062e-01, 1.429506e+04, 2.505491e-38, 0.000000e+00, 2.198154e-07, 0.000000e+00
3102, 1.735025e-02, 1.429506e+04, 0.000000e+00, 0.000000e+00, 6.393672e-10, 0.000000e+00
3103, 1.148570e+00, 1.429506e+04, 7.226159e-05, 8.173645e-115, 3.061838e-06, 3.337257e-227
3104, 2.627699e+00, 1.429505e+04, 5.475867e-02, 2.851294e-33, 5.572243e-02, 4.061086e-64
3105, 2.758556e+00, 1.429504e+04, 6.632608e-02, 3.612818e-31, 7.300865e-02, 6.520040e-60
3106, 2.596389e+00, 1.429504e+04, 5.216958e-02, 8.145426e-34, 5.207085e-02, 3.314253e-65
3107, 3.093379e+00, 1.429503e+04, 1.105263e-01, 8.262167e-27, 1.542242e-01, 3.409935e-51
3108, 8.522879e+00, 1.429500e+04, 1.124919e+00, 2.160026e-08, 5.963042e+00, 2.330645e-14
3109, 1.152980e+01, 1.429496e+04, 1.633438e+00, 3.366477e-06, 1.106817e+01, 5.661211e-10
3110, 1.191631e+01, 1.429493e+04, 1.846498e+00, 5.298898e-06, 1.370687e+01, 1.402585e-09
3111, 1.113813e+01, 1.429489e+04, 1.616132e+00, 2.056448e-06, 1.090579e+01, 2.112485e-10
3112, 1.002336e+01, 1.429486e+04, 1.428611e+00, 4.032760e-07, 8.883306e+00, 8.123867e-12
3113, 8.350528e+00, 1.429483e+04, 1.037258e+00, 1.435789e-08, 5.190593e+00, 1.029768e-14
3114, 5.145260e+00, 1.429482e+04, 4.002466e-01, 1.863667e-14, 1.101092e+00, 1.734980e-26
3115, 7.193387e+00, 1.429480e+04, 7.696595e-01, 5.178889e-10, 3.161841e+00, 1.339773e-17
3116, 6.678821e+00, 1.429478e+04, 6.720815e-01, 7.764942e-11, 2.533595e+00, 3.011858e-19
3117, 5.681251e+00, 1.429476e+04, 5.094013e-01, 6.243995e-13, 1.623308e+00, 1.947525e-23
3118, 2.529535e+00, 1.429475e+04, 5.278157e-02, 4.948049e-35, 5.348748e-02, 1.222999e-67
3119, 2.534196e+00, 1.429474e+04, 5.401200e-02, 6.060048e-35, 5.530889e-02, 1.834468e-67
3120, 1.068841e+00, 1.429474e+04, 4.147014e-05, 2.873437e-129, 2.539365e-06, 4.124406e-256
3121, 8.017731e-01, 1.429474e+04, 8.755667e-08, 3.353859e-211, 1.376114e-06, 0.000000e+00
3122, 1.526423e+00, 1.429473e+04, 2.524749e-03, 5.150212e-73, 3.223114e-04, 1.324977e-143
3123, 1.062864e+00, 1.429473e+04, 3.581943e-05, 1.769513e-130, 2.487442e-06, 1.564103e-258
3124, 1.655929e+00, 1.429472e+04, 5.693511e-03, 1.804361e-64, 1.619619e-03, 1.626316e-126
3125, 1.632529e+00, 1.429472e+04, 3.905393e-03, 7.078086e-66, 7.649527e-04, 2.502590e-129
3126, 1.770432e+00, 1.429471e+04, 7.288613e-03, 2.619581e-58, 2.651262e-03, 3.427850e-114
3127, 2.150140e+00, 1.429471e+04, 2.389495e-02, 6.183333e-44, 1.834186e-02, 1.909868e-85
3128, 2.082733e+00, 1.429470e+04, 2.049731e-02, 5.583866e-46, 1.507806e-02, 1.557500e-89
3129, 1.965372e+00, 1.429470e+04, 1.571659e-02, 5.383095e-50, 1.085539e-02, 1.447512e-97
3130, 1.828475e+00, 1.429469e+04, 1.009557e-02, 1.400837e-55, 5.080766e-03, 9.802415e-109
3131, 2.656208e+00, 1.429468e+04, 5.011713e-02, 8.759884e-33, 4.867678e-02, 3.833141e-63
3132, 1.068736e+01, 1.429464e+04, 1.552478e+00, 1.113450e-06, 1.020789e+01, 6.192983e-11
3133, 1.220316e+01, 1.429459e+04, 1.990405e+00, 7.290468e-06, 1.562453e+01, 2.655027e-09
3134, 1.239920e+01, 1.429454e+04, 2.177786e+00, 8.977070e-06, 1.831209e+01, 4.025569e-09
3135, 1.226542e+01, 1.429449e+04, 1.997853e+00, 7.798259e-06, 1.572006e+01, 3.037759e-09
3136, 1.136395e+01, 1.429445e+04, 1.768007e+00, 2.752991e-06, 1.275897e+01, 3.785888e-10
3137, 1.050385e+01, 1.429441e+04, 1.560730e+00, 8.543033e-07, 1.032574e+01, 3.645711e-11
3138, 8.636045e+00, 1.429438e+04, 1.162411e+00, 2.815075e-08, 6.304627e+00, 3.958566e-14
3139, 5.685964e+00, 1.429436e+04, 5.168191e-01, 6.454451e-13, 1.663378e+00, 2.081022e-23
3140, 4.634300e+00, 1.429435e+04, 3.055318e-01, 2.645577e-16, 7.171311e-01, 3.496220e-30
3141, 3.579001e+00, 1.429434e+04, 1.673855e-01, 2.886164e-22, 2.857046e-01, 4.161021e-42
3142, 1.535875e+00, 1.429433e+04, 2.645442e-03, 2.624104e-72, 3.534456e-04, 3.439698e-142
3143, 1.404139e+00, 1.429433e+04, 1.230333e-03, 3.927810e-83, 7.958871e-05, 7.706532e-164
3144, 1.295022e+00, 1.429432e+04, 4.584327e-04, 1.668214e-94, 1.404945e-05, 1.390149e-186
3145, 8.982915e-01, 1.429432e+04, 1.444935e-06, 2.261275e-173, 1.728993e-06, 0.000000e+00
3146, 1.572632e+00, 1.429432e+04, 3.389885e-03, 9.985725e-70, 5.773794e-04, 4.981009e-137
3147, 1.425872e+00, 1.429431e+04, 1.278619e-03, 3.746424e-81, 8.573820e-05, 7.011195e-160
3148, 1.547941e+00, 1.429431e+04, 2.710017e-03, 1.929585e-71, 3.707446e-04, 1.859884e-140
3149, 6.795172e-01, 1.429431e+04, 4.488586e-10, 3.343863e-283, 9.877876e-07, 0.000000e+00
3150, 1.360619e+00, 1.429430e+04, 7.942887e-04, 2.318126e-87, 3.536851e-05, 2.684307e-172
3151, 1.563201e+00, 1.429430e+04, 2.945226e-03, 2.260509e-70, 4.370660e-04, 2.552528e-138
3152, 1.338221e+00, 1.429429e+04, 3.041748e-04, 1.089211e-89, 8.356926e-06, 5.926282e-177
3153, 2.038464e+00, 1.429429e+04, 1.212763e-02, 2.067546e-47, 7.330188e-03, 2.135346e-92
3154, 2.849148e+00, 1.429428e+04, 6.270557e-02, 7.588913e-30, 6.636478e-02, 2.876850e-57
3155, 3.215988e+00, 1.429427e+04, 9.724931e-02, 1.726354e-25, 1.249434e-01, 1.488736e-48
3156, 8.550334e+00, 1.429424e+04, 1.027989e+00, 2.317667e-08, 5.093648e+00, 2.683243e-14
3157, 1.023781e+01, 1.429420e+04, 1.362424e+00, 5.709364e-07, 8.149932e+00, 1.628297e-11
3158, 1.180624e+01, 1.429417e+04, 1.676779e+00, 4.694103e-06, 1.156318e+01, 1.100686e-09
3159, 1.143757e+01, 1.429413e+04, 1.636217e+00, 3.023078e-06, 1.111313e+01, 4.565170e-10
3160, 1.048010e+01, 1.429409e+04, 1.566705e+00, 8.265804e-07, 1.039888e+01, 3.412937e-11
3161, 9.321791e+00, 1.429406e+04, 1.308512e+00, 1.173563e-07, 7.681967e+00, 6.879723e-13
3162, 7.357080e+00, 1.429404e+04, 8.538385e-01, 8.968913e-10, 3.770128e+00, 4.018257e-17
3163, 5.892619e+00, 1.429402e+04, 5.563196e-01, 2.053775e-12, 1.873269e+00, 2.106997e-22
3164, 4.926969e+00, 1.429401e+04, 3.826544e-01, 3.479797e-15, 1.029986e+00, 6.048754e-28
3165, 3.058060e+00, 1.429400e+04, 1.038499e-01, 3.382239e-27, 1.404704e-01, 5.714346e-52
3166, 3.366944e+00, 1.429399e+04, 1.415967e-01, 4.876534e-24, 2.224043e-01, 1.187902e-45
3167, 2.639389e+00, 1.429398e+04, 6.245071e-02, 4.704980e-33, 6.770791e-02, 1.105792e-63
3168, 1.017457e+00, 1.429397e+04, 2.210278e-05, 2.692786e-140, 2.255482e-06, 3.622112e-278
3169, 1.216850e+00, 1.429397e+04, 2.977239e-04, 1.923012e-104, 7.606063e-06, 1.847235e-206
3170, 1.247880e+00, 1.429397e+04, 2.640678e-04, 2.800277e-100, 6.792861e-06, 3.917057e-198
3171, 7.786974e-01, 1.429396e+04, 2.993086e-08, 3.251672e-222, 1.294129e-06, 0.000000e+00
3172, 1.613351e+00, 1.429396e+04, 3.648842e-03, 4.816065e-67, 6.683899e-04, 1.158625e-131
3173, 1.218151e+00, 1.429395e+04, 2.105794e-04, 2.920035e-104, 5.378766e-06, 4.259261e-206
3174, 1.663117e-01, 1.429395e+04, 3.274897e-131, 0.000000e+00, 5.915008e-08, 0.000000e+00
3175, 4.486015e-01, 1.429395e+04, 3.682181e-20, 0.000000e+00, 4.306595e-07, 0.000000e+00
3176, 2.886765e+00, 1.429394e+04, 8.640864e-02, 2.500848e-29, 1.076149e-01, 3.124156e-56
3177, 2.898679e+00, 1.429394e+04, 8.843423e-02, 3.605986e-29, 1.113706e-01, 6.495402e-56
3178, 3.400720e+00, 1.429393e+04, 1.366991e-01, 9.783911e-24, 2.097775e-01, 4.781708e-45
3179, 2.901710e+00, 1.429392e+04, 8.120062e-02, 3.957514e-29, 9.767390e-02, 7.823536e-56
3180, 8.567928e+00, 1.429389e+04, 9.389889e-01, 2.420876e-08, 4.349543e+00, 2.927541e-14
3181, 1.099411e+01, 1.429386e+04, 1.620481e+00, 1.711116e-06, 1.097593e+01, 1.462570e-10
3182, 1.098312e+01, 1.429383e+04, 1.680879e+00, 1.686394e-06, 1.171233e+01, 1.420614e-10
3183, 1.065772e+01, 1.429380e+04, 1.595955e+00, 1.073503e-06, 1.072325e+01, 5.756582e-11
3184, 1.060919e+01, 1.429377e+04, 1.588000e+00, 1.001223e-06, 1.063473e+01, 5.007487e-11
3185, 9.150081e+00, 1.429374e+04, 1.289671e+00, 8.417710e-08, 7.506869e+00, 3.539534e-13
3186, 6.407971e+00, 1.429372e+04, 6.152651e-01, 2.518306e-11, 2.192967e+00, 3.167927e-20
3187, 5.637874e+00, 1.429370e+04, 4.762953e-01, 4.913378e-13, 1.450968e+00, 1.205920e-23
3188, 5.311381e+00, 1.429369e+04, 4.223718e-01, 6.159273e-14, 1.198063e+00, 1.895034e-25
3189, 5.347188e+00, 1.429367e+04, 4.508517e-01, 7.850523e-14, 1.335432e+00, 3.078614e-25
3190, 3.510587e+00, 1.429366e+04, 1.624209e-01, 8.404858e-23, 2.736430e-01, 3.528733e-43
3191, 2.118549e+00, 1.429366e+04, 2.385082e-02, 7.584982e-45, 1.841781e-02, 2.873871e-87
3192, 1.717395e+00, 1.429365e+04, 6.796164e-03, 5.481327e-61, 2.305772e-03, 1.500823e-119
3193, 1.449329e+00, 1.429365e+04, 1.204464e-03, 4.425504e-79, 7.668669e-05, 9.783259e-156
3194, 1.252339e+00, 1.429364e+04, 2.357290e-04, 1.094811e-99, 6.098364e-06, 5.987378e-197
3195, 1.225977e+00, 1.429364e+04, 1.794160e-04, 3.616549e-103, 4.795714e-06, 6.533514e-204
3196, 5.046342e-01, 1.429364e+04, 1.142173e-16, 0.000000e+00, 5.434310e-07, 0.000000e+00
3197, 8.393680e-01, 1.429363e+04, 2.220847e-07, 7.425771e-195, 1.503480e-06, 0.000000e+00
3198, 1.343131e+00, 1.429363e+04, 6.341643e-04, 3.883026e-89, 2.387163e-05, 7.531797e-176
3199, 2.572527e-01, 1.429363e+04, 5.260206e-57, 0.000000e+00, 1.412239e-07, 0.000000e+00
3200, 2.526546e+00, 1.429362e+04, 4.960117e-02, 4.557408e-35, 4.882019e-02, 1.037514e-67
3201, 2.208053e+00, 1.429362e+04, 2.673672e-02, 2.756700e-42, 2.119398e-02, 3.796095e-82
3202, 2.556962e+00, 1.429361e+04, 5.215849e-02, 1.684352e-34, 5.234679e-02, 1.417177e-66
3203, 2.370914e+00, 1.429360e+04, 3.761070e-02, 2.828407e-38, 3.340133e-02, 3.996151e-74
3204, 7.646988e+00, 1.429358e+04, 7.782864e-01, 2.204458e-09, 3.193802e+00, 2.427515e-16
3205, 9.756941e+00, 1.429355e+04, 1.332575e+00, 2.601160e-07, 7.885851e+00, 3.379809e-12
3206, 1.101744e+01, 1.429351e+04, 1.533532e+00, 1.769554e-06, 9.952679e+00, 1.564177e-10
3207, 1.168682e+01, 1.429348e+04, 1.772579e+00, 4.100981e-06, 1.277718e+01, 8.401052e-10
3208, 1.072732e+01, 1.429345e+04, 1.650343e+00, 1.188218e-06, 1.136996e+01, 7.052613e-11
3209, 9.684216e+00, 1.429342e+04, 1.377352e+00, 2.293284e-07, 8.366541e+00, 2.627084e-12
3210, 7.747203e+00, 1.429340e+04, 9.245554e-01, 2.956806e-09, 4.295129e+00, 4.367207e-16
3211, 5.613371e+00, 1.429338e+04, 4.938968e-01, 4.265825e-13, 1.544012e+00, 9.090004e-24
3212, 4.873942e+00, 1.429337e+04, 3.659228e-01, 2.270165e-15, 9.579560e-01, 2.574381e-28
3213, 5.059892e+00, 1.429336e+04, 4.004592e-01, 1.005874e-14, 1.105767e+00, 5.054112e-27
3214, 4.236644e+00, 1.429335e+04, 2.673905e-01, 4.079438e-18, 5.868256e-01, 8.313020e-34
3215, 2.775513e+00, 1.429334e+04, 7.366844e-02, 6.903881e-31, 8.542477e-02, 2.380919e-59
3216, 2.619762e+00, 1.429333e+04, 6.505702e-02, 2.232404e-33, 7.218281e-02, 2.489451e-64
3217, 1.528954e+00, 1.429333e+04, 3.018530e-03, 8.989256e-73, 4.586619e-04, 4.036505e-143
3218, 2.906182e+00, 1.429332e+04, 8.432070e-02, 4.629170e-29, 1.034368e-01, 1.070445e-55
3219, 3.397996e+00, 1.429331e+04, 1.412202e-01, 9.418028e-24, 2.209329e-01, 4.430758e-45
3220, 3.751976e+00, 1.429330e+04, 1.887705e-01, 5.448579e-21, 3.425397e-01, 1.482943e-39
3221, 1.440300e+00, 1.429330e+04, 1.383919e-03, 7.684962e-80, 9.978729e-05, 2.950132e-157
3222, 1.481114e+00, 1.429330e+04, 1.849840e-03, 1.932672e-76, 1.750582e-04, 1.865840e-150
3223, 2.755466e+00, 1.429329e+04, 7.324143e-02, 3.465818e-31, 8.487814e-02, 6.000254e-60
3224, 3.079066e+00, 1.429328e+04, 1.088585e-01, 6.023240e-27, 1.508619e-01, 1.812251e-51
3225, 3.509322e+00, 1.429327e+04, 1.637401e-01, 8.294310e-23, 2.772391e-01, 3.436518e-43
3226, 5.286673e+00, 1.429326e+04, 4.496641e-01, 5.234317e-14, 1.332359e+00, 1.368605e-25
3227, 7.285093e+00, 1.429324e+04, 7.952579e-01, 7.155486e-10, 3.339498e+00, 2.557622e-17
3228, 8.662410e+00, 1.429321e+04, 1.157357e+00, 3.018125e-08, 6.254814e+00, 4.550223e-14
3229, 9.936417e+00, 1.429318e+04, 1.443729e+00, 3.537927e-07, 9.060936e+00, 6.252531e-12
3230, 1.093147e+01, 1.429315e+04, 1.713706e+00, 1.579939e-06, 1.212825e+01, 1.246920e-10
3231, 1.003474e+01, 1.429312e+04, 1.487444e+00, 4.162001e-07, 9.538806e+00, 8.652916e-12
3232, 9.379347e+00, 1.429309e+04, 1.378620e+00, 1.319382e-07, 8.414332e+00, 8.695597e-13
3233, 8.720397e+00, 1.429307e+04, 1.137437e+00, 3.438207e-08, 6.062322e+00, 5.905030e-14
3234, 7.728625e+00, 1.429305e+04, 9.212317e-01, 2.812735e-09, 4.269996e+00, 3.951988e-16
3235, 6.723902e+00, 1.429303e+04, 7.424239e-01, 9.484912e-11, 3.003216e+00, 4.493913e-19
3236, 5.346827e+00, 1.429301e+04, 4.728061e-01, 7.912353e-14, 1.446986e+00, 3.127299e-25
3237, 3.096787e+00, 1.429300e+04, 1.167367e-01, 9.623569e-27, 1.679787e-01, 4.626264e-51
3238, 8.608989e-01, 1.429300e+04, 6.827201e-07, 2.033039e-186, 1.592740e-06, 0.000000e+00
3239, 8.234501e-01, 1.429300e+04, 2.604697e-07, 2.182224e-201, 1.459166e-06, 0.000000e+00
3240, 2.284895e+00, 1.429299e+04, 3.672830e-02, 2.758419e-40, 3.277019e-02, 3.800830e-78
3241, 3.120048e+00, 1.429299e+04, 1.076973e-01, 1.742849e-26, 1.477916e-01, 1.517322e-50
3242, 2.796132e+00, 1.429298e+04, 7.518133e-02, 1.405298e-30, 8.789618e-02, 9.864953e-59
3243, 1.651654e+00, 1.429297e+04, 5.301729e-03, 1.160908e-64, 1.405327e-03, 6.732145e-127
3244, 1.564368e+00, 1.429297e+04, 3.599951e-03, 3.057617e-70, 6.505104e-04, 4.670079e-138
3245, 1.182071e+00, 1.429297e+04, 1.316432e-04, 2.027786e-109, 3.843955e-06, 2.054009e-216
3246, 1.152298e+00, 1.429296e+04, 9.229720e-05, 4.483277e-114, 3.256987e-06, 1.004036e-225
3247, 1.215230e+00, 1.429296e+04, 1.901829e-04, 1.307552e-104, 4.951538e-06, 8.540359e-207
3248, 8.465461e-01, 1.429296e+04, 2.686041e-07, 6.351255e-192, 1.528951e-06, 0.000000e+00
3249, 1.370127e+00, 1.429295e+04, 7.780913e-04, 2.426387e-86, 3.414671e-05, 2.940885e-170
3250, 9.667562e-01, 1.429295e+04, 4.947208e-06, 7.717290e-153, 1.995031e-06, 2.975005e-303
3251, 1.321067e+00, 1.429295e+04, 5.227288e-04, 1.761740e-91, 1.732391e-05, 1.550392e-180
3252, 1.224640e+00, 1.429294e+04, 2.103322e-04, 2.602226e-103, 5.400514e-06, 3.382580e-204
3253, 6.438808e-01, 1.429294e+04, 4.002772e-11, 0.000000e+00, 8.841277e-07, 0.000000e+00
3254, 6.384540e+00, 1.429292e+04, 6.650941e-01, 2.293012e-11, 2.506339e+00, 2.626460e-20
3255, 8.452615e+00, 1.429290e+04, 8.702447e-01, 1.866736e-08, 3.818417e+00, 1.740700e-14
3256, 7.537013e+00, 1.429288e+04, 7.224182e-01, 1.595943e-09, 2.814942e+00, 1.272310e-16
3257, 7.059151e+00, 1.429286e+04, 6.725121e-01, 3.324090e-10, 2.514438e+00, 5.519549e-18
3258, 6.242517e+00, 1.429284e+04, 5.333389e-01, 1.201263e-11, 1.726567e+00, 7.208328e-21
3259, 6.394309e+00, 1.429283e+04, 5.729233e-01, 2.397434e-11, 1.942495e+00, 2.871121e-20
3260, 2.380653e+00, 1.429282e+04, 3.455653e-02, 4.834153e-38, 2.953573e-02, 1.167344e-73
3261, 3.046600e+00, 1.429281e+04, 8.366872e-02, 2.587930e-27, 1.007189e-01, 3.345517e-52
3262, 3.263152e+00, 1.429280e+04, 1.158172e-01, 5.328012e-25, 1.634430e-01, 1.418040e-47
3263, 2.363613e+00, 1.429279e+04, 2.930707e-02, 2.012627e-38, 2.343152e-02, 2.023414e-74
3264, 1.751213e+00, 1.429279e+04, 5.492555e-03, 3.327345e-59, 1.508447e-03, 5.530365e-116
3265, 1.368234e+00, 1.429279e+04, 7.137134e-04, 1.600155e-86, 2.934609e-05, 1.279034e-170
3266, 6.200969e-01, 1.429278e+04, 6.439767e-12, 0.000000e+00, 8.190353e-07, 0.000000e+00
3267, 3.280473e-01, 1.429278e+04, 1.287973e-35, 0.000000e+00, 2.301941e-07, 0.000000e+00
3268, 1.698791e-01, 1.429278e+04, 3.875386e-131, 0.000000e+00, 6.125982e-08, 0.000000e+00
